diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0027804,Neurasthenia,disease,F03,"Mental or Behavioral Dysfunction",3,1
C0027806,"Neurenteric Cyst",disease,C16;C10,"Congenital Abnormality",29,24
C0027809,Neurilemmoma,disease,C04,"Neoplastic Process",193,265
C0027813,Neuritis,disease,C10,"Disease or Syndrome",32,30
C0027814,"Neuritis, Autoimmune, Experimental",disease,C20;C10,"Experimental Model of Disease",32,24
C0027819,Neuroblastoma,disease,C04,"Neoplastic Process",2509,4878
C0027821,"Neurocirculatory Asthenia",disease,F03,"Disease or Syndrome",1,1
C0027822,Neurodermatitis,disease,C17,"Disease or Syndrome",7,5
C0027830,neurofibroma,disease,C04;C10,"Neoplastic Process",125,169
C0027831,"Neurofibromatosis 1",disease,C16;C04;C10,"Neoplastic Process",311,928
C0027832,"Neurofibromatosis 2",disease,C16;C04;C10;C09,"Neoplastic Process",127,327
C0027849,"Neuroleptic Malignant Syndrome",disease,C10;C25,"Disease or Syndrome",16,26
C0027854,"Neurologic Manifestations",phenotype,C23;C10,Finding,12,11
C0027858,Neuroma,disease,C04,"Neoplastic Process",15,10
C0027859,"Acoustic Neuroma",disease,C04;C10;C09,"Neoplastic Process",131,145
C0027868,"Neuromuscular Diseases",group,C10,"Disease or Syndrome",171,401
C0027873,"Neuromyelitis Optica",disease,C11;C20;C10,"Disease or Syndrome",171,490
C0027877,"Neuronal Ceroid-Lipofuscinoses",disease,C16;C18;C10,"Disease or Syndrome",51,322
C0027888,"Hereditary Motor and Sensory Neuropathies",group,C16;C10,"Disease or Syndrome",53,115
C0027889,"Hereditary Sensory and Autonomic Neuropathies",group,C16;C10,"Disease or Syndrome",25,43
C0027902,"Neuropsychological Tests",phenotype,NULL,"Diagnostic Procedure",12,3
C0027927,Neurosyphilis,disease,C01;C10,"Disease or Syndrome",19,15
C0027932,"Neurotic Disorders",group,F03,"Mental or Behavioral Dysfunction",7,6
C0027947,Neutropenia,disease,C15,"Disease or Syndrome",389,664
C0027960,Nevus,disease,C04,"Neoplastic Process",125,126
C0027961,"Nevus of Ota",disease,C04,"Neoplastic Process",3,1
C0027962,"Melanocytic nevus",disease,C04,"Neoplastic Process",297,324
C0027983,"Newcastle Disease",disease,C01;C22,"Disease or Syndrome",2,2
C0028043,"Nicotine Dependence",disease,C25;F03,"Mental or Behavioral Dysfunction",170,359
C0028047,"Nicotine withdrawal",disease,C25;F03,"Mental or Behavioral Dysfunction",27,24
C0028064,"Niemann-Pick Diseases",group,C16;C18;C10;C15,"Disease or Syndrome",25,97
C0028077,Nyctalopia,disease,C11,"Disease or Syndrome",168,48
C0028081,"Night sweats",phenotype,NULL,"Sign or Symptom",17,6
C0028084,Nightmares,phenotype,NULL,"Sign or Symptom",6,8
C0028242,"Nocardia Infections",group,C01,"Disease or Syndrome",4,5
C0028259,Nodule,phenotype,NULL,"Acquired Abnormality",278,315
C0028313,"Organic Brain Syndrome, Nonpsychotic",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0028326,"Noonan Syndrome",disease,C16;C17;C05;C14,"Disease or Syndrome",85,552
C0028425,"Crusted scabies",disease,C01;C17,"Disease or Syndrome",1,1
C0028432,"Nose Diseases",group,C08;C09,"Disease or Syndrome",14,6
C0028433,"Nose Neoplasms",group,C04;C05;C08;C09,"Neoplastic Process",3,2
C0028643,Numbness,phenotype,C10;F03,"Sign or Symptom",12,11
C0028734,Nocturia,disease,C23,"Disease or Syndrome",28,22
C0028738,Nystagmus,disease,C11;C10,"Disease or Syndrome",833,103
C0028754,Obesity,disease,C23;C18,"Disease or Syndrome",2821,8722
C0028756,"Obesity, Morbid",disease,C23;C18,"Disease or Syndrome",203,304
C0028768,"Obsessive-Compulsive Disorder",disease,F03,"Mental or Behavioral Dysfunction",175,316
C0028790,"Cerebral artery occlusion",disease,C10;C14,"Acquired Abnormality",9,5
C0028796,"Dermatitis, Occupational",disease,C17;C24,"Disease or Syndrome",11,7
C0028797,"Occupational Diseases",group,C24,"Disease or Syndrome",22,16
C0028817,Ochronosis,disease,C23,"Disease or Syndrome",2,8
C0028838,"Ocular Headache",phenotype,C23,"Sign or Symptom",5,5
C0028840,"Ocular Hypertension",disease,C11,"Disease or Syndrome",103,87
C0028841,"Ocular Hypotension",disease,C11,"Disease or Syndrome",22,12
C0028848,"Ocular Larva Migrans",disease,C01;C17,"Disease or Syndrome",2,1
C0028850,"Ocular Motility Disorders",group,C11;C10,"Disease or Syndrome",9,13
C0028860,"Oculocerebrorenal Syndrome",disease,C16;C18;C13;C12;C10,"Disease or Syndrome",54,110
C0028866,"Oculomotor Nerve Paralysis",disease,C11;C10,"Disease or Syndrome",22,3
C0028878,"Odontogenesis Imperfecta",disease,C16;C07,"Congenital Abnormality",4,6
C0028879,"Odontogenic Cysts",disease,C04;C05;C07,"Disease or Syndrome",29,21
C0028880,"Odontogenic Tumors",group,C04,"Neoplastic Process",62,62
C0028882,Odontoma,disease,C04,"Neoplastic Process",3,1
C0028945,oligodendroglioma,disease,C04,"Neoplastic Process",282,377
C0028949,Oligomenorrhea,phenotype,C23,"Pathologic Function",37,1
C0028960,Oligospermia,disease,C12,"Disease or Syndrome",217,246
C0028961,Oliguria,phenotype,C23;C13;C12,"Disease or Syndrome",24,12
C0028968,"Olivopontocerebellar Atrophies",group,C16;C10,"Disease or Syndrome",28,13
C0029001,Onchocerciasis,disease,C01;C17,"Disease or Syndrome",19,19
C0029002,"Onchocerciasis, Ocular",disease,C01;C11,"Disease or Syndrome",4,5
C0029051,Oophoritis,disease,C13;C19,"Disease or Syndrome",1,1
C0029077,"Ophthalmia, Sympathetic",disease,C11;C20,"Disease or Syndrome",11,8
C0029089,Ophthalmoplegia,phenotype,C23;C11;C10,"Sign or Symptom",216,39
C0029095,"Opioid abuse",disease,C25;F03,"Mental or Behavioral Dysfunction",16,12
C0029104,"Opioid withdrawal",disease,C25;F03,"Mental or Behavioral Dysfunction",16,18
C0029106,Opisthorchiasis,disease,C01,"Disease or Syndrome",1,1
C0029118,"Opportunistic Infections",group,C01,"Disease or Syndrome",90,98
C0029121,"Oppositional Defiant Disorder",disease,F03,"Mental or Behavioral Dysfunction",27,36
C0029124,"Optic Atrophy",disease,C11;C10,"Disease or Syndrome",568,164
C0029125,"Optic Atrophies, Hereditary",group,C16;C11;C10,"Disease or Syndrome",4,5
C0029128,"Optic Disk Drusen",disease,C11;C10,"Disease or Syndrome",6,13
C0029131,"Abnormality of the optic nerve",phenotype,NULL,Finding,18,0
C0029132,"Disorder of the optic nerve",group,C11;C10,"Disease or Syndrome",112,90
C0029134,"Optic Neuritis",disease,C11;C10,"Disease or Syndrome",79,133
C0029163,"Oral Hemorrhage",phenotype,C23;C07,"Pathologic Function",1,0
C0029166,"Oral Manifestations",phenotype,C23;C07,"Sign or Symptom",7,7
C0029172,"Oral Submucous Fibrosis",disease,C07,"Disease or Syndrome",106,86
C0029182,"orbit (eye disorders)",group,C11,"Disease or Syndrome",64,73
C0029191,Orchitis,phenotype,C12;C19,"Disease or Syndrome",30,14
C0029226,"Hallucinations, Organic",phenotype,C23;C10;F01,"Mental or Behavioral Dysfunction",1,1
C0029227,"Delirium, Dementia, Amnestic, Cognitive Disorders",group,F03,"Mental or Behavioral Dysfunction",83,68
C0029230,"Organic Mental Disorders, Psychotic",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0029231,"Organic Mental Disorders, Substance-Induced",disease,C25;F03,"Mental or Behavioral Dysfunction",115,16
C0029261,"Orgasmic Disorder",disease,F03,"Mental or Behavioral Dysfunction",6,6
C0029291,Psittacosis,disease,C01,"Disease or Syndrome",1,1
C0029294,"Orofaciodigital Syndromes",disease,C16;C05,"Disease or Syndrome",19,30
C0029295,"Oropharyngeal Neoplasms",group,C04;C07;C09,"Neoplastic Process",8,5
C0029307,"Oroya Fever",disease,C01,"Disease or Syndrome",1,1
C0029342,"Orthomyxoviridae Infections",group,C01,"Disease or Syndrome",1,1
C0029376,"Juvenile osteochondrosis of tibial tubercle",disease,C05,"Disease or Syndrome",4,4
C0029396,"Heterotopic Ossification",phenotype,C23,"Pathologic Function",8,5
C0029400,Osteitis,disease,C05,"Disease or Syndrome",47,39
C0029401,"Osteitis Deformans",disease,C05,"Disease or Syndrome",134,271
C0029405,"Osteitis Fibrosa Cystica",disease,C05,"Disease or Syndrome",5,3
C0029408,"Degenerative polyarthritis",disease,C05,"Disease or Syndrome",1827,3065
C0029410,"Osteoarthritis of hip",disease,C05,"Disease or Syndrome",164,99
C0029411,"Osteoarthropathy, Primary Hypertrophic",disease,C16;C05,"Disease or Syndrome",14,34
C0029417,Osteoblastoma,disease,C04,"Neoplastic Process",22,13
C0029421,"Osteochondritis Dissecans",disease,C05,"Disease or Syndrome",22,27
C0029422,Osteochondrodysplasias,group,C16;C05,"Disease or Syndrome",207,206
C0029423,"Cartilaginous exostosis",disease,C04;C05,"Neoplastic Process",47,67
C0029427,"Synovial osteochondromatosis",disease,C05,"Disease or Syndrome",18,8
C0029429,Osteochondrosis,disease,C05,"Disease or Syndrome",9,5
C0029434,"Osteogenesis Imperfecta",disease,C16;C17;C05,"Disease or Syndrome; Congenital Abnormality",90,454
C0029437,"Idiopathic Multicentric Osteolyses",disease,C05,"Disease or Syndrome",1,1
C0029438,"Massive Osteolyses",disease,C05,"Disease or Syndrome",44,51
C0029440,Osteoma,disease,C04,"Neoplastic Process",6,5
C0029441,"Osteoid osteoma",disease,C04,"Neoplastic Process",10,7
C0029442,Osteomalacia,disease,C16;C18;C13;C05;C12;C19,"Disease or Syndrome",31,56
C0029443,Osteomyelitis,disease,C01;C05,"Disease or Syndrome",121,96
C0029445,"Bone necrosis",phenotype,C23;C05,"Pathologic Function",23,23
C0029453,Osteopenia,disease,C18;C05,"Disease or Syndrome",845,1088
C0029454,Osteopetrosis,disease,C05,"Disease or Syndrome",74,146
C0029455,"Osteopoikilosis (disorder)",disease,C17;C05,"Disease or Syndrome",7,22
C0029456,Osteoporosis,disease,C18;C05,"Disease or Syndrome",1098,1913
C0029458,"Osteoporosis, Postmenopausal",disease,C18;C05,"Disease or Syndrome",171,226
C0029459,"Osteoporosis, Senile",disease,C18;C05,"Disease or Syndrome",73,43
C0029463,Osteosarcoma,disease,C04,"Neoplastic Process",2283,3707
C0029464,Osteosclerosis,disease,C05,"Disease or Syndrome",82,63
C0029488,"Other acute reactions to stress",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0029489,"Other alopecia",phenotype,C23;C17,"Disease or Syndrome",39,4
C0029516,"Other and unspecified reactive psychosis",disease,F03,"Mental or Behavioral Dysfunction",6,1
C0029531,"Other cataract",disease,C11,"Disease or Syndrome",32,34
C0029574,"Other dermatoses",disease,C17,"Disease or Syndrome",1,0
C0029587,"Other eating disorders",group,F03,"Mental or Behavioral Dysfunction",6,2
C0029591,"Other disorders of lipoid metabolism",disease,C18,"Disease or Syndrome",2,1
C0029607,"Other emphysema",phenotype,C23;C08,"Disease or Syndrome",20,48
C0029630,"Other heart block",phenotype,C23;C14,"Pathologic Function",1,0
C0029771,"Other specified diseases of pancreas",group,C06,"Disease or Syndrome",1,1
C0029799,"Other specified forms of pleural effusion, except tuberculous",disease,C01;C08,"Disease or Syndrome",15,13
C0029804,"Other specified hemorrhagic conditions",phenotype,C15,"Pathologic Function",1,2
C0029810,"Other specified iron deficiency anemias",disease,C18;C15,"Disease or Syndrome",13,10
C0029823,"Other specified peritonitis",disease,C06;C01,"Disease or Syndrome",8,8
C0029827,"Other specified schistosomiasis",disease,C01,"Disease or Syndrome",1,1
C0029866,"Other ureteric obstruction",phenotype,C13;C12,"Anatomical Abnormality",52,36
C0029877,"Ear Inflammation",disease,C09,"Disease or Syndrome",12,11
C0029878,"Otitis Externa",disease,C09,"Disease or Syndrome",3,2
C0029882,"Otitis Media",disease,C09,"Disease or Syndrome",175,137
C0029883,"Otitis Media with Effusion",disease,C09,"Disease or Syndrome",110,56
C0029896,"Otorhinolaryngologic Diseases",group,C09,"Disease or Syndrome",1,1
C0029897,"Otorhinolaryngologic Neoplasms",group,C04;C09,"Neoplastic Process",1,1
C0029899,Otosclerosis,disease,C09,"Disease or Syndrome",49,68
C0029925,"Ovarian Carcinoma",disease,C04;C13;C19,"Neoplastic Process",539,630
C0029927,"Ovarian Cysts",disease,C04;C13;C19,"Disease or Syndrome",74,31
C0029928,"Ovarian Diseases",group,C13;C19,"Disease or Syndrome",17,13
C0029942,"Overanxious disorder",disease,NULL,"Mental or Behavioral Dysfunction",1,1
C0029944,"Drug Overdose",disease,C25,"Injury or Poisoning",2,2
C0030044,Acrocephaly,disease,C16;C05,"Congenital Abnormality",35,13
C0030105,"Ozena (disorder)",disease,C08;C09,"Disease or Syndrome",4,1
C0030167,Pachymeningitis,disease,C10,"Disease or Syndrome",4,4
C0030185,"Paget's Disease, Mammary",disease,C04,"Neoplastic Process",8,9
C0030186,"Paget Disease Extramammary",disease,C04,"Neoplastic Process",79,60
C0030193,Pain,phenotype,C23,"Sign or Symptom",1554,3528
C0030196,"Pain in limb",phenotype,C23,"Sign or Symptom",16,3
C0030200,"Pain, Intractable",phenotype,C23,"Sign or Symptom",6,6
C0030201,"Pain, Postoperative",phenotype,C23,"Sign or Symptom",102,122
C0030214,"Myoclonus, Palatal",phenotype,C23;C10,"Sign or Symptom",1,1
C0030215,"Palatal Neoplasms",disease,C04;C05;C07,"Neoplastic Process",1,1
C0030232,Pallor,phenotype,C23,Finding,124,0
C0030246,"Pustulosis of Palms and Soles",disease,C17,"Disease or Syndrome",74,53
C0030252,Palpitations,phenotype,C23;C10;C14,Finding,70,0
C0030283,"Pancreatic Cyst",disease,C06;C04,"Disease or Syndrome",60,40
C0030286,"Pancreatic Diseases",group,C06,"Disease or Syndrome",100,100
C0030290,"Pancreatic Fistula",disease,C23;C06,"Disease or Syndrome",9,17
C0030293,"Pancreatic Insufficiency",disease,C06,"Disease or Syndrome",21,37
C0030297,"Pancreatic Neoplasm",disease,C06;C04;C19,"Neoplastic Process",764,937
C0030299,"Pancreatic Pseudocyst",disease,C06;C04,"Disease or Syndrome",11,4
C0030305,Pancreatitis,disease,C06,"Disease or Syndrome",502,620
C0030312,Pancytopenia,disease,C15,"Disease or Syndrome",253,232
C0030319,"Panic Disorder",disease,F03,"Mental or Behavioral Dysfunction",175,256
C0030326,Panniculitis,disease,C17,"Disease or Syndrome",37,21
C0030327,"Panniculitis, Lupus Erythematosus",disease,C17,"Disease or Syndrome",5,5
C0030328,"Panniculitis, Nodular Nonsuppurative",disease,C17,"Disease or Syndrome",1,3
C0030343,Panuveitis,disease,C11,"Disease or Syndrome",13,13
C0030353,Papilledema,disease,C11;C10,"Disease or Syndrome",35,23
C0030354,Papilloma,disease,C04,"Neoplastic Process",273,332
C0030360,"Papillon-Lefevre Disease",disease,C16;C17,"Disease or Syndrome",29,85
C0030389,Parainfluenza,disease,C01,"Disease or Syndrome",36,34
C0030409,Paracoccidioidomycosis,disease,C01,"Disease or Syndrome",50,37
C0030421,Paraganglioma,disease,C04,"Neoplastic Process",165,494
C0030422,"Extra-Adrenal Paraganglioma",disease,C04,"Neoplastic Process",12,11
C0030424,Paragonimiasis,disease,C01,"Disease or Syndrome",3,3
C0030436,Parakeratosis,disease,C17,"Disease or Syndrome",31,15
C0030437,"Parakeratosis Variegata",disease,C17,"Disease or Syndrome",2,1
C0030442,"Progressive bulbar palsy",disease,C10,"Disease or Syndrome",10,6
C0030443,"Familial Periodic Paralysis",disease,C16;C18;C05;C10,"Disease or Syndrome",18,37
C0030446,"Paralytic Ileus",disease,C06,"Disease or Syndrome",4,0
C0030469,"Paranasal Sinus Disorder",group,C08;C09,"Disease or Syndrome",8,9
C0030470,"Paranasal Sinus Neoplasms",group,C04;C08;C09,"Neoplastic Process",1,1
C0030472,"Paraneoplastic Syndromes",group,C04,"Neoplastic Process",28,29
C0030481,"Tropical Spastic Paraparesis",disease,C01;C10,"Disease or Syndrome",88,245
C0030486,Paraplegia,disease,C23;C10,"Disease or Syndrome",59,34
C0030489,Paraproteinemias,disease,C20;C15,"Disease or Syndrome",14,7
C0030491,Parapsoriasis,disease,C17,"Disease or Syndrome",10,7
C0030499,"Parasitic Diseases",group,C01,"Disease or Syndrome",164,155
C0030508,Parasomnia,group,C10;F03,"Disease or Syndrome",7,9
C0030517,"Parathyroid Diseases",group,C19,"Disease or Syndrome",26,27
C0030521,"Parathyroid Neoplasms",group,C04;C19,"Neoplastic Process",104,164
C0030524,Paratuberculosis,disease,C01;C22,"Disease or Syndrome",61,45
C0030528,"Paratyphoid Fever",disease,C01,"Disease or Syndrome",4,3
C0030552,Paresis,phenotype,C23;C10,"Disease or Syndrome",216,355
C0030554,Paresthesia,phenotype,C23;C10,"Disease or Syndrome",121,18
C0030567,"Parkinson Disease",disease,C10,"Disease or Syndrome",2078,8288
C0030568,"Parkinson Disease, Postencephalitic",disease,C10,"Disease or Syndrome",7,1
C0030569,"Secondary Parkinson Disease",disease,C10,"Disease or Syndrome",18,16
C0030578,"Paronychia Inflammation",disease,C01;C17,"Disease or Syndrome",11,7
C0030581,"Parotid Neoplasms",group,C04;C07,"Neoplastic Process",12,8
C0030583,Parotitis,disease,C07,"Disease or Syndrome",8,4
C0030587,"Paroxysmal atrial tachycardia",phenotype,C23;C10;C14,Finding,1,0
C0030590,"Paroxysmal supraventricular tachycardia",disease,C23;C14,"Disease or Syndrome",5,1
C0030591,"Paroxysmal ventricular tachycardia",disease,C23;C10;C14,"Disease or Syndrome",24,0
C0030605,"Activated Partial Thromboplastin Time measurement",phenotype,NULL,"Laboratory Procedure",17,4
C0030625,"Passive Cutaneous Anaphylaxis",phenotype,NULL,"Laboratory Procedure",1,1
C0030662,"Gambling, Pathological",disease,F03;F01,"Mental or Behavioral Dysfunction",26,25
C0030757,"Pediculus capitis infestation",disease,C01;C17,"Disease or Syndrome",6,10
C0030779,"Pelger-Huet Anomaly",disease,C16;C15,"Disease or Syndrome",25,47
C0030781,"Peliosis Hepatis",disease,C06;C14,"Disease or Syndrome",2,2
C0030793,"Pelvic Neoplasms",group,C04,"Neoplastic Process",12,7
C0030794,"Pelvic Pain",phenotype,C23,"Sign or Symptom",23,21
C0030804,"Pemphigoid, Benign Mucous Membrane",disease,C11;C17,"Disease or Syndrome",19,15
C0030805,"Bullous pemphigoid",disease,C17;C20,"Disease or Syndrome",127,198
C0030807,Pemphigus,disease,C17;C20,"Disease or Syndrome",67,106
C0030809,"Pemphigus Vulgaris",disease,C17;C20,"Disease or Syndrome",115,194
C0030824,"Allergy to penicillin",phenotype,C17;C20;C25,"Disease or Syndrome",6,6
C0030846,"Penile Diseases",group,C12,"Disease or Syndrome",4,6
C0030848,"Peyronie Disease",disease,C17;C12,"Disease or Syndrome",41,31
C0030849,"Penile Neoplasms",group,C04;C12,"Neoplastic Process",6,3
C0030920,"Peptic Ulcer",disease,C06,"Disease or Syndrome",150,164
C0030922,"Peptic Ulcer Hemorrhage",phenotype,C23;C06,"Pathologic Function",2,2
C0030925,"Peptic Ulcer Perforation",disease,C06,"Disease or Syndrome",1,1
C0030975,"Perceptual Disorders",group,C23;C10;F01,"Mental or Behavioral Dysfunction",1,1
C0031019,"Perianal abscess",disease,C23;C06;C01;C17,"Disease or Syndrome",5,2
C0031022,"Chronic periaortitis",disease,C23,"Disease or Syndrome",9,4
C0031024,"Suppurative Periapical Periodontitis",disease,C01;C07,"Disease or Syndrome",6,4
C0031028,"Periapical Diseases",group,C07,"Disease or Syndrome",15,11
C0031029,"Periapical Granuloma",disease,C07,"Disease or Syndrome",41,28
C0031030,"Periapical Periodontitis",disease,C07,"Disease or Syndrome",90,58
C0031036,"Polyarteritis Nodosa",disease,C17;C14,"Disease or Syndrome",70,70
C0031039,"Pericardial effusion",disease,C14,"Disease or Syndrome",98,53
C0031046,Pericarditis,disease,C14,"Disease or Syndrome",51,26
C0031048,"Pericarditis, Constrictive",disease,C14,"Disease or Syndrome",8,6
C0031049,"Pericarditis, Tuberculous",disease,C01;C14,"Disease or Syndrome",2,3
C0031051,Pericementitis,disease,C07,"Disease or Syndrome",3,4
C0031069,"Familial Mediterranean Fever",disease,C16,"Disease or Syndrome",133,573
C0031085,"Periodontal Abscess",disease,C01;C07,"Disease or Syndrome",1,1
C0031090,"Periodontal Diseases",group,C07,"Disease or Syndrome",326,445
C0031094,"Periodontal Pocket",disease,C07,"Anatomical Abnormality",28,23
C0031099,Periodontitis,disease,C07,"Disease or Syndrome",682,970
C0031106,"Aggressive Periodontitis",disease,C07,"Disease or Syndrome",184,219
C0031111,Periostitis,disease,C01;C05,"Disease or Syndrome",6,5
C0031115,"Peripheral angiopathy in diseases classified elsewhere",disease,C14,"Disease or Syndrome",2,2
C0031117,"Peripheral Neuropathy",group,C10,"Disease or Syndrome",351,411
C0031118,"Peripheral Nervous System Neoplasms",group,C04;C10,"Neoplastic Process",7,8
